year,field,total_checked,had_data,pct_available
2026,boxscore,15,15,100.0
2026,draft,1,1,100.0
2026,linescore,15,15,100.0
2026,playbyplay,15,15,100.0
2026,roster,30,30,100.0
2026,standings_splits,1,1,100.0
2026,transactions,1,1,100.0
2026,winprobability,15,15,100.0
